Date_Observed,Proposal_ID,Target_ID,ra,dec,Observation_ID,Instrument,Time_Observed,SIMBAD_Name,Source_Type
2019-11-19,T03_156,T01,11.37,41.902806,T03_156T01_9000003312::M31N 2008-12a,uvit1,17:36:44,RX J0045.4+4154,Nova
2019-11-20,T03_149,T01,99.098292,-42.867806,T03_149T01_9000003314::MAXIJ0637-430_1,uvit1,08:39:34,EQ J063623.2-425204.2,Unknown
2019-11-20,T03_149,T02,98.947958,-42.977708,T03_149T02_9000003316::MAXIJ0637-430_2,uvit1,10:11:25,0.0,0.0
2019-11-20,T03_149,T03,99.248375,-42.867708,T03_149T03_9000003318::MAXIJ0637-430_3,uvit1,11:56:29,0.0,0.0
2019-11-20,A07_007,T03,11.719583,42.203444,A07_007T03_9000003320::M31 Field No. 9,uvit1,14:01:18,[JSD2015] AP  4076,Galaxy
2019-11-20,T03_149,T04,98.948208,-42.867708,T03_149T04_9000003322::MAXIJ0637-430_4,uvit1,23:20:19,0.0,0.0
2019-11-21,T03_149,T05,99.248125,-42.757708,T03_149T05_9000003324::MAXIJ0637-430_5,uvit1,01:06:34,0.0,0.0
2019-11-21,T03_149,T06,98.948458,-42.757708,T03_149T06_9000003326::MAXIJ0637-430_6,uvit1,05:02:42,0.0,0.0
2019-11-21,T03_159,T01,99.098292,-42.867806,T03_159T01_9000003328::MAXI J0637-430,sxt,06:45:04,EQ J063623.2-425204.2,Unknown
2019-11-21,A07_056,T01,237.391917,70.348089,A07_056T01_9000003330::Blank Sky-8,laxpc2,23:35:05,0.0,0.0
2019-11-23,T03_149,T07,99.098292,-42.977806,T03_149T07_9000003332::MAXIJ0637-430_7,uvit1,04:59:40,0.0,0.0
2019-11-23,T03_149,T08,99.098292,-42.757806,T03_149T08_9000003334::MAXIJ0637-430_8,uvit1,06:06:33,0.0,0.0
2019-11-23,T03_149,T09,99.248625,-42.977708,T03_149T09_9000003336::MAXIJ0637-430_9,uvit1,07:27:39,0.0,0.0
2019-11-23,A07_065,T01,147.593333,31.487778000000002,A07_065T01_9000003338::UGC 5272,uvit1,09:16:43,UGC  5272,Galaxy
2019-11-24,A07_144,T02,183.47958300000002,22.8,A07_144T02_9000003340::Blank Sky,czt1,02:25:24,0.0,0.0
2019-11-26,A08_003,T01,186.356325,16.470006,A08_003T01_9000003342::VCC801,uvit1,20:21:48,NGC  4383,AGN
2019-11-28,A07_049,T01,331.968305,31.359346000000002,A07_049T01_9000003344::NGC7217,uvit1,08:11:23,NGC  7217,LINER
2019-11-29,A07_148,T05,174.12125,21.59639,A07_148T05_9000003346::ngc 3758,uvit1,05:00:34,Mrk  739E,Seyfert_1
2019-11-30,A07_054,T01,124.87075,70.70536,A07_054T01_9000003348::Holmber II X-1,uvit1,20:05:48,[SST2011] J081929.00+704219.3,ULX
2019-12-01,C05_013,T01,12.08,85.223917,C05_013T01_9000003350::NGC 188,uvit1,18:41:10,Cl* NGC  188    DGV     702,Star
2019-12-01,C05_002,T01,203.654167,37.912222,C05_002T01_9000003352::XRBBlankF1T1,sxt,21:30:04,[LDP2005] 112,X
2019-12-02,C05_001,T01,16.005,-72.0312,C05_001T01_9000003354::1E0102-72.3,sxt,02:28:25,SNR B0102-72.3,SNR
2019-12-02,C05_006,T01,311.799708,22.026,C05_006T01_9000003356::SSM1CrabDec2019,ssm,20:44:45,0.0,0.0
2019-12-03,A07_049,T01,331.968305,31.359346000000002,A07_049T01_9000003358::NGC7217,uvit1,10:40:16,NGC  7217,LINER
2019-12-04,A07_112,T01,182.32375,29.9275,A07_112T01_9000003360::NGC4136,uvit1,09:55:33,SN 1941C,SN
2019-12-05,A08_007,T01,161.264733,-59.684459,A08_007T01_9000003362::eta carina,sxt,15:32:20,* eta Car,Em*
2019-12-13,C05_013,T02,12.08,85.223917,C05_013T02_9000003364::NGC 188,uvit1,13:25:06,Cl* NGC  188    DGV     702,Star
2019-12-13,C05_001,T01,16.005,-72.0312,C05_001T01_9000003366::1E0102-72.3,sxt,15:50:34,SNR B0102-72.3,SNR
2019-12-14,T03_168,T01,32.393904,-74.453283,T03_168T01_9000003368::RX J0209.6-7427,sxt,13:40:57,RX J0209.6-7427,HMXB
2019-12-16,A07_054,T01,124.87075,70.70536,A07_054T01_9000003370::Holmber II X-1,uvit1,11:33:11,[SST2011] J081929.00+704219.3,ULX
2019-12-17,C05_012,T02,237.391917,70.348089,C05_012T02_9000003372::Blank Sky-8,laxpc2,13:11:31,0.0,0.0
2019-12-18,C05_001,T01,16.005,-72.0312,C05_001T01_9000003374::1E0102-72.3,sxt,21:09:00,SNR B0102-72.3,SNR
2019-12-19,C05_013,T03,12.08,85.223917,C05_013T03_9000003376::NGC 188,uvit1,20:23:48,Cl* NGC  188    DGV     702,Star
2019-12-19,A07_054,T01,124.87075,70.70536,A07_054T01_9000003378::Holmber II X-1,uvit1,23:12:20,[SST2011] J081929.00+704219.3,ULX
2019-12-21,A07_049,T01,331.968305,31.359346000000002,A07_049T01_9000003380::NGC7217,uvit1,08:00:04,NGC  7217,LINER
2019-12-22,A08_009,T01,189.2125,62.294075,A08_009T01_9000003382::GOODS-North,uvit1,00:41:04,MODS wide  7880,Galaxy
2019-12-24,A07_047,T08,18.79625,-71.3655,A07_047T08_9000003384::SMC_Shell_8,uvit1,11:10:53,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
2019-12-24,A07_047,T09,19.255417,-71.733639,A07_047T09_9000003386::SMC_Shell_9,uvit1,13:48:57,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
2019-12-24,T03_170,T01,32.692502000000005,-51.017192,T03_170T01_9000003388::PKS 0208-512,uvit1,17:05:57,QSO B0208-512,BLLac
2019-12-25,A08_009,T01,189.2125,62.294075,A08_009T01_9000003390::GOODS-North,uvit1,16:21:33,MODS wide  7880,Galaxy
2019-12-27,A07_062,T01,29.420833000000002,37.785,A07_062T01_9000003392::NGC 752,uvit1,15:12:05,NGC   752,OpCl
2019-12-28,A07_091,T04,197.079667,43.757111,A07_091T04_9000003394::SDSSJ130819+434525,uvit1,10:44:02,SDSS J130819.12+434525.5,Seyfert_2
2019-12-28,A07_047,T09,19.255417,-71.733639,A07_047T09_9000003396::SMC_Shell_9,uvit1,20:32:34,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
2019-12-29,C05_013,T01,12.08,85.223917,C05_013T01_9000003398::NGC 188,uvit1,06:02:54,Cl* NGC  188    DGV     702,Star
2019-12-29,A08_004,T03,4.958022,21.947824,A08_004T03_9000003400::RX J0019.8+2156,sxt,09:21:48,V* QR And,EB*
2020-01-02,A07_054,T01,124.87075,70.70536,A07_054T01_9000003406::Holmber II X-1,uvit1,00:37:08,[SST2011] J081929.00+704219.3,ULX
2020-01-02,A07_049,T01,331.968305,31.359346000000002,A07_049T01_9000003408::NGC7217,uvit1,23:10:25,NGC  7217,LINER
2020-01-05,A07_138,T05,216.239708,24.25495,A07_138T05_9000003410::J142457.53+241517.82,uvit1,19:47:15,2MASS J14245751+2415177,AGN
2020-01-06,A07_138,T03,182.348458,62.165544,A07_138T03_9000003412::J120923.63+620955.96,uvit1,09:03:53,ZW  VII 441,LINER
2020-01-06,A08_008,T01,84.911788,-69.743204,A08_008T01_9000003414::LMC X-1,sxt,13:56:04,X LMC X-1,HMXB
2020-01-07,T03_173,T01,162.115083,71.726639,T03_173T01_9000003416::S5 1044+71,sxt,15:40:05,6C 104451+715930,QSO
2020-01-08,C05_002,T03,203.654167,37.912222,C05_002T03_9000003418::XRBBlankF1T3,sxt,20:42:16,[LDP2005] 112,X
2020-01-08,T03_175,T01,215.626583,32.3862,T03_175T01_9000003420::OQ 334,sxt,23:25:03,QSO B1420+326,QSO
2020-01-09,A08_009,T01,189.2125,62.294075,A08_009T01_9000003422::GOODS-North,uvit1,00:35:16,MODS wide  7880,Galaxy
2020-01-10,A07_148,T05,174.12125,21.59639,A07_148T05_9000003424::ngc 3758,uvit1,07:02:42,Mrk  739E,Seyfert_1
2020-01-11,A08_003,T05,185.728883,15.822304,A08_003T05_9000003426::VCC596,uvit1,01:36:53,M 100,AGN
2020-01-11,T03_175,T01,215.626583,32.3862,T03_175T01_9000003428::OQ 334,sxt,15:34:32,QSO B1420+326,QSO
2020-01-12,A08_008,T02,84.73457900000001,-64.084168,A08_008T02_9000003430::LMC X-3,sxt,20:53:45,X LMC X-3,HMXB
2020-01-13,C05_002,T02,203.654167,37.912222,C05_002T02_9000003432::XRBBlankF1T2,sxt,21:25:37,[LDP2005] 112,X
2020-01-14,A08_009,T01,189.2125,62.294075,A08_009T01_9000003434::GOODS-North,uvit1,01:10:00,MODS wide  7880,Galaxy
2020-01-15,A08_004,T02,69.95683299999999,-68.150389,A08_004T02_9000003436::RX J0439.8-6809,sxt,02:49:34,1ES 0439-68.2,CataclyV*
2020-01-15,A08_004,T03,4.958022,21.947824,A08_004T03_9000003438::RX J0019.8+2156,sxt,13:31:32,V* QR And,EB*
2020-01-17,C05_005,T01,163.183333,57.483056000000005,C05_005T01_9000003440::XMMBLANKF3,sxt,09:22:11,[MBH2002] 89,X
2020-01-18,C05_012,T03,237.391917,70.348089,C05_012T03_9000003442::Blank Sky-8,laxpc2,04:46:17,0.0,0.0
2020-01-21,C05_002,T03,203.654167,37.912222,C05_002T03_9000003448::XRBBlankF1T3,sxt,12:48:37,[LDP2005] 112,X
2020-01-21,A07_135,T02,245.731375,15.76971,A07_135T02_9000003450::dg_02,uvit1,15:42:03,0.0,0.0
2020-01-22,A07_135,T01,162.418733,9.006449,A07_135T01_9000003452::dg_01,uvit1,23:00:04,0.0,0.0
2020-01-23,C05_002,T04,203.654167,37.912222,C05_002T04_9000003454::XRBBlankF1T4,sxt,11:44:11,[LDP2005] 112,X
2020-01-23,A07_138,T06,217.62995800000002,52.707178000000006,A07_138T06_9000003456::J143031.19+524225.84,uvit1,13:29:33,2MASX J14303120+5242258,Seyfert_2
2020-01-23,A07_138,T09,251.97875,44.562514,A07_138T09_9000003458::J164754.90+443345.05,uvit1,19:45:19,2MASX J16475488+4433454,EmG
2020-01-25,A07_127,T02,9.016667,23.957778,A07_127T02_9000003460::NGC 160,uvit1,15:55:48,NGC   160,Galaxy
2020-01-27,A07_138,T04,201.768167,48.326756,A07_138T04_9000003462::J132704.36+481936.32,uvit1,11:25:32,LEDA 2315068,LINER
2020-01-27,A07_138,T02,166.767375,45.822117,A07_138T02_9000003464::J110704.17+454919.62,uvit1,16:25:27,UGC  6165,EmG
2020-01-27,A07_138,T01,165.638958,22.753811,A07_138T01_9000003466::J110233.35+224513.71,uvit1,22:50:49,2MASX J11023336+2245133,LINER
2020-01-28,A07_127,T01,192.095417,8.4875,A07_127T01_9000003468::NGC 4698,uvit1,08:36:38,NGC  4698,Seyfert_2
2020-01-28,A07_100,T02,213.29125,-65.339167,A07_100T02_9000003470::Circinus Galaxy,sxt,21:34:11,[SW2001b] D,X
2020-01-30,C05_002,T05,203.654167,37.912222,C05_002T05_9000003472::XRBBlankF1T5,sxt,13:23:46,[LDP2005] 112,X
2020-01-30,A07_148,T02,203.669875,-23.445889,A07_148T02_9000003474::ESO 509-IG 066 NED 02,uvit1,15:03:49,6dFGS gJ133440.8-232645,Galaxy
2020-01-31,A07_100,T02,213.29125,-65.339167,A07_100T02_9000003476::Circinus Galaxy,sxt,17:53:34,[SW2001b] D,X
2020-02-01,A07_112,T01,182.32375,29.9275,A07_112T01_9000003478::NGC4136,uvit1,21:39:10,SN 1941C,SN
2020-02-02,A07_112,T02,187.184167,43.224167,A07_112T02_9000003480::UGC7608,uvit1,15:21:04,UGC  7608,EmG
2020-02-03,A07_011,T01,217.26666699999998,52.87,A07_011T01_9000003482::EGS,uvit1,09:06:27,0.0,0.0
2020-02-07,A07_024,T04,190.927625,16.393389000000003,A07_024T04_9000003484::NGC 4651,uvit1,13:50:30,NGC  4651,LINER
2020-02-07,A07_054,T01,124.87075,70.70536,A07_054T01_9000003486::Holmber II X-1,uvit1,17:19:17,[SST2011] J081929.00+704219.3,ULX
2020-02-08,T03_178,T01,130.170042,-35.273666999999996,T03_178T01_9000003488::Swift J0840.7-3516,laxpc2,19:14:23,GRB 200205A,Pulsar
2020-02-11,A07_091,T04,197.079667,43.757111,A07_091T04_9000003492::SDSSJ130819+434525,uvit1,20:16:39,SDSS J130819.12+434525.5,Seyfert_2
2020-02-12,A07_160,T07,184.6105,29.812917,A07_160T07_9000003494::Mrk766,uvit1,09:02:04,NGC  4253,Seyfert_1
2020-02-12,A08_004,T02,69.95683299999999,-68.150389,A08_004T02_9000003496::RX J0439.8-6809,sxt,18:50:52,1ES 0439-68.2,CataclyV*
2020-02-13,A07_046,T01,199.112875,17.70025,A07_046T01_9000003498::NGC5053,uvit1,11:18:20,NGC  5053,GlCl
2020-02-13,C05_012,T03,237.391917,70.348089,C05_012T03_9000003500::Blank Sky-8,laxpc2,22:28:50,0.0,0.0
2020-02-15,C05_013,T02,12.08,85.223917,C05_013T02_9000003502::NGC 188,uvit1,06:55:16,Cl* NGC  188    DGV     702,Star
2020-02-15,A07_054,T01,124.87075,70.70536,A07_054T01_9000003504::Holmber II X-1,uvit1,08:59:48,[SST2011] J081929.00+704219.3,ULX
2020-02-16,A07_027,T05,49.921,-19.4112,A07_027T05_9000003506::NGC1300,uvit1,08:53:13,NGC  1300,GinPair
2020-02-16,A07_027,T06,54.368,-24.5013,A07_027T06_9000003508::NGC1385,uvit1,16:45:45,NGC  1385,EmG
2020-02-17,A07_027,T14,194.182083,21.6827,A07_027T14_9000003510::NGC4826,uvit1,06:14:52,M  64,Seyfert
2020-02-17,A07_027,T09,76.31020799999999,-37.9808,A07_027T09_9000003512::NGC1792,uvit1,10:58:50,NGC  1792,EmG
2020-02-17,A07_027,T08,64.399,-62.7837,A07_027T08_9000003514::NGC1559,uvit1,15:45:33,NGC  1559,GinGroup
2020-02-17,A08_009,T01,189.2125,62.294075,A08_009T01_9000003516::GOODS-North,uvit1,22:27:19,MODS wide  7880,Galaxy
2020-02-18,C05_007,T01,214.773292,-14.0129,C05_007T01_9000003518::SSM1CrabMar2020,ssm,22:50:20,0.0,0.0
2020-02-19,A07_091,T10,204.404708,20.397694,A07_091T10_9000003520::SDSSJ133737+202351,uvit1,14:48:32,2MASX J13373713+2023517,Galaxy
2020-02-19,C05_002,T06,203.654167,37.912222,C05_002T06_9000003522::XRBBlankF1T6,sxt,19:38:15,[LDP2005] 112,X
2020-02-19,T03_180,T01,264.974792,-28.496333,T03_180T01_9000003524::XTE J1739-285,laxpc2,22:19:04,[KRL2007b] 258,LMXB
2020-02-20,A07_113,T01,254.457542,35.342333,A07_113T01_9000003526::Her X-1,uvit1,23:33:48,V* HZ Her,LMXB
2020-02-24,A07_027,T03,52.88079200000001,-51.9049,A07_027T03_9000003528::IC1954,uvit1,15:23:10,IC 1954,GinGroup
2020-02-25,A07_001,T06,73.920833,-71.413333,A07_001T06_9000003530::LMCSouth_6,uvit1,03:51:14,[GKK2003] A061,Assoc*
2020-02-25,A07_091,T10,204.404708,20.397694,A07_091T10_9000003532::SDSSJ133737+202351,uvit1,09:07:37,2MASX J13373713+2023517,Galaxy
2020-02-25,A07_149,T01,49.566666999999995,-66.498333,A07_149T01_9000003534::NGC 1313,uvit1,13:48:40,NGC  1313,Galaxy
2020-02-26,C05_002,T07,203.654167,37.912222,C05_002T07_9000003536::XRBBlankF1T7,sxt,15:50:38,[LDP2005] 112,X
2020-02-26,A07_001,T01,77.18820799999999,-71.186444,A07_001T01_9000003538::LMCSouth_1,uvit1,18:25:00,[RP2006] 1151,Em*
2020-02-27,A07_142,T01,262.3,-36.686667,A07_142T01_9000003540::G351.7-1.2,sxt,03:01:10,1FGL J1729.1-3641c,gamma
2020-03-04,A07_001,T02,77.28133299999999,-71.503917,A07_001T02_9000003546::LMCSouth_2,uvit1,01:31:35,EROS2-star lm056-4l-18899,LPV*
2020-03-04,A07_001,T03,76.06179200000001,-71.756639,A07_001T03_9000003548::LMCSouth_3,uvit1,08:15:56,[GKK2003] A027,Assoc*
2020-03-04,A07_001,T05,78.333875,-72.078,A07_001T05_9000003550::LMCSouth_5,uvit1,11:44:31,0.0,0.0
2020-03-04,A07_001,T04,77.11908299999999,-71.897972,A07_001T04_9000003552::LMCSouth_4,uvit1,14:54:36,2MASS J05082876-7153401,Star
2020-03-04,A07_065,T01,147.593333,31.487778000000002,A07_065T01_9000003554::UGC 5272,uvit1,18:26:03,UGC  5272,Galaxy
2020-03-05,C05_002,T08,203.654167,37.912222,C05_002T08_9000003556::XRBBlankF1T8,sxt,10:25:12,[LDP2005] 112,X
2020-03-05,A07_165,T01,236.72,-78.21419399999999,A07_165T01_9000003558::Sunburst Arc,uvit1,12:38:25,TYC 9433-1133-1,Star
2020-03-11,T03_182,T01,272.5,-22.2,T03_182T01_9000003560::MAXI J1810-222,laxpc2,22:29:16,MAXI J1810-222,X
2020-03-13,A07_027,T15,204.38358300000002,8.8851,A07_027T15_9000003562::NGC5248,uvit1,00:40:12,NGC  5248,GinGroup
2020-03-13,C05_012,T04,237.391917,70.348089,C05_012T04_9000003564::Blank Sky-8,laxpc2,10:04:56,0.0,0.0
2020-03-14,C05_002,T09,203.654167,37.912222,C05_002T09_9000003566::XRBBlankF1T9,sxt,13:34:37,[LDP2005] 112,X
2020-03-14,A07_134,T02,112.26125,13.246777999999999,A07_134T02_9000003568::PN A66 21,uvit1,16:06:29,PN A66   21,PN
2020-03-14,A07_069,T01,132.825,11.8,A07_069T01_9000003570::M67,uvit1,23:31:46,NGC  2682,OpCl
2020-03-16,A07_047,T01,14.553332999999999,-70.763278,A07_047T01_9000003572::SMC_Shell_1,uvit1,09:14:56,SSTISAGEMA J005821.54-704534.2,PM*
2020-03-16,A07_047,T02,14.948332999999998,-71.12055600000001,A07_047T02_9000003574::SMC_Shell_2,uvit1,14:15:06,SSTISAGEMA J005947.18-710639.2,Candidate_RGB*
2020-03-16,A07_047,T06,17.870417,-70.667889,A07_047T06_9000003576::SMC_Shell_6,uvit1,19:00:57,SSTISAGEMA J011131.10-704013.9,Star
2020-03-17,A07_067,T01,239.790083,35.029878000000004,A07_067T01_9000003578::Mrk 493,sxt,08:18:32,Mrk  493,Seyfert_1
2020-03-19,A07_160,T05,141.303542,52.286221999999995,A07_160T05_9000003580::Mrk110,uvit1,23:39:04,Mrk  110,Seyfert_1
2020-03-20,A07_010,T12,66.908792,-55.027806000000005,A07_010T12_9000003582::NGC 1596,uvit1,15:57:35,NGC  1596,GinPair
2020-03-21,A07_091,T05,167.167167,34.097842,A07_091T05_9000003584::SDSSJ110840+340552,uvit1,12:57:47,SDSS J110840.11+340552.2,Galaxy
2020-03-21,A07_118,T01,296.254167,-14.815278,A07_118T01_9000003586::NGC6822,uvit1,18:04:33,[SRC2012] 296.254303-14.816854,Candidate_AGB*
2020-03-24,C05_007,T01,214.773292,-14.0129,C05_007T01_9000003588::SSM1CrabMar2020,ssm,22:25:37,0.0,0.0
2020-03-25,A07_047,T08,18.79625,-71.3655,A07_047T08_9000003590::SMC_Shell_8,uvit1,16:15:49,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
2020-03-26,A07_027,T10,137.583792,7.0379,A07_027T10_9000003592::NGC2775,uvit1,08:11:20,NGC  2775,Galaxy
2020-03-26,A07_145,T01,253.467571,39.760169,A07_145T01_9000003594::Mrk 501,sxt,13:04:46,4C 39.49,BLLac
2020-03-31,A08_008,T01,84.911788,-69.743204,A08_008T01_9000003596::LMC X-1,sxt,18:37:00,X LMC X-1,HMXB
2020-04-02,A07_001,T01,77.18820799999999,-71.186444,A07_001T01_9000003598::LMCSouth_1,uvit1,15:14:21,[RP2006] 1151,Em*
2020-04-02,A07_001,T02,77.28133299999999,-71.503917,A07_001T02_9000003600::LMCSouth_2,uvit1,20:21:21,EROS2-star lm056-4l-18899,LPV*
2020-04-03,A07_001,T03,76.06179200000001,-71.756639,A07_001T03_9000003602::LMCSouth_3,uvit1,07:40:11,[GKK2003] A027,Assoc*
2020-04-03,A07_054,T01,124.87075,70.70536,A07_054T01_9000003604::Holmber II X-1,uvit1,12:51:29,[SST2011] J081929.00+704219.3,ULX
2020-04-04,T03_183,T01,190.709442,-63.058624,T03_183T01_9000003606::HD 110432,sxt,11:55:36,HD 110432,Be*
2020-04-12,T03_187,T01,13.639292000000001,-73.68369399999999,T03_187T01_9000003608::SMC X-2,laxpc2,12:15:48,X SMC X-2,HMXB
2020-04-15,T03_188,T01,248.554583,-47.090306,T03_188T01_9000003612::4U 1630-472,laxpc2,02:06:18,0.0,0.0
2020-04-15,T03_189,T01,200.324221,42.587606,T03_189T01_9000003614::3C 285,uvit1,15:56:02,2MASX J13211781+4235153,Seyfert_2
2020-04-18,C05_012,T06,237.391917,70.348089,C05_012T06_9000003616::Blank Sky-8,laxpc2,02:03:51,0.0,0.0
2020-04-19,T03_191,T01,80.116833,-71.96480600000001,T03_191T01_9000003618::LMC X-2,sxt,09:01:00,X LMC X-2,LMXB
2020-04-23,T03_194,T01,179.8825,29.245556,T03_194T01_9000003620::TON 0599,sxt,11:40:34,Ton  599,QSO
2020-04-25,A07_018,T08,312.58325,29.697583,A07_018T08_9000003622::Cygnus S-IX,uvit1,15:44:10,Gaia DR2 1858602880656651008,Star
2020-04-26,A07_147,T01,190.99,16.381667,A07_147T01_9000003624::3C 275.1,uvit1,22:48:46,3C 275.1,QSO
2020-04-28,T03_197,T01,254.457542,35.342333,T03_197T01_9000003626::Hercules X-1,uvit1,16:41:10,V* HZ Her,LMXB
2020-04-30,A07_045,T01,186.939974,13.008826,A07_045T01_9000003628::NGC 4438,uvit1,20:48:10,2MASS J12274565+1300314,X
2020-05-01,A08_003,T02,188.33238300000002,12.853547,A08_003T02_9000003630::VCC1499,uvit1,14:25:16,IC 3492,GinCl
2020-05-01,A08_003,T03,186.860433,11.107662,A08_003T03_9000003632::VCC1003,uvit1,22:47:02,NGC  4429,GinGroup
2020-05-02,A08_003,T04,184.706771,14.416489000000002,A08_003T04_9000003634::VCC307,uvit1,13:21:33,M  99,HII_G
2020-05-02,A08_003,T06,189.20756699999998,13.162869,A08_003T06_9000003636::VCC1690,uvit1,21:22:13,M  90,Seyfert_2
2020-05-03,A08_003,T08,190.895833,13.12635,A08_003T08_9000003638::VCC1987,uvit1,12:12:41,0.0,0.0
2020-05-03,A07_027,T02,353.6145,-36.1011,A07_027T02_9000003640::IC5332,uvit1,20:22:10,IC 5332,GinGroup
2020-05-07,T03_205,T01,13.639292000000001,-73.68369399999999,T03_205T01_9000003652::SMC X-2,sxt,13:49:32,X SMC X-2,HMXB
2020-05-08,T03_200,T01,166.697917,72.568611,T03_200T01_9000003654::NGC 3516,sxt,20:32:55,[MWP92] A,Radio
2020-05-11,A08_003,T17,187.737967,11.483531,A08_003T17_9000003656::VCC1326,uvit1,08:10:13,NGC  4491,GinGroup
2020-05-11,A08_003,T18,190.35587900000002,13.729414000000002,A08_003T18_9000003658::VCC1878,uvit1,16:22:18,NGC  4611,Galaxy
2020-05-12,C05_013,T04,12.08,85.223917,C05_013T04_9000003660::NGC 188,uvit1,07:04:12,Cl* NGC  188    DGV     702,Star
2020-05-12,A07_127,T03,341.515417,-11.001111,A07_127T03_9000003662::NGC 7371,uvit1,09:32:06,NGC  7371,Galaxy
2020-05-13,A07_027,T12,190.986,13.1264,A07_027T12_9000003664::NGC4654,uvit1,17:44:40,NGC  4654,GinPair
2020-05-13,A07_027,T16,347.447,-43.4279,A07_027T16_9000003666::NGC7496,uvit1,22:19:26,NGC  7496,AGN
2020-05-14,A07_027,T11,189.207583,13.1629,A07_027T11_9000003668::NGC4569,uvit1,16:23:07,M  90,Seyfert_2
2020-05-14,A07_134,T03,307.888333,-7.088333,A07_134T03_9000003670::PN A66 70,uvit1,19:41:25,PN A66   70,PN
2020-05-15,T03_206,T01,133.703625,20.108511,T03_206T01_9000003672::OJ 287,sxt,08:31:29,QSO J0854+2006,BLLac
2020-05-20,C05_012,T06,237.391917,70.348089,C05_012T06_9000003674::Blank Sky-8,laxpc2,03:22:23,0.0,0.0
2020-05-21,A08_003,T16,188.173933,14.051614,A08_003T16_9000003676::VCC1450,uvit1,11:42:41,IC 3476,GinGroup
2020-05-21,A07_091,T03,325.73325,-30.132753000000005,A07_091T03_9000003678::6dFGSgJ214256-300758,uvit1,20:29:54,6dFGS gJ214256.0-300758,Galaxy
2020-05-22,A07_018,T07,313.13183300000003,29.681721999999997,A07_018T07_9000003680::Cygnus S-VIII,uvit1,07:42:59,NAME Teutsch GN J2052.5+2940,PN?
2020-05-23,A07_018,T09,311.704458,31.477833,A07_018T09_9000003682::NGC6960-VIII,uvit1,04:30:12,0.0,0.0
2020-05-23,A07_018,T02,312.122167,29.723278000000004,A07_018T02_9000003684::Cygnus S-III,uvit1,21:00:20,Gaia DR2 1858290202747590528,Candidate_WD*
2020-05-24,A07_171,T02,201.392,-54.245314,A07_171T02_9000003686::DY Cen,uvit1,21:22:36,V* DY Cen,Erupt*RCrB
2020-05-27,A07_097,T01,345.815308,8.873689,A07_097T01_9000003692::NGC7469,sxt,02:21:36,[RLA2011] A,IR
2020-05-30,A09_027,T01,150.751458,68.824064,A09_027T01_9000003694::NGC3077,uvit1,00:44:11,0.0,0.0
2020-05-30,A09_027,T02,149.97579199999998,68.638019,A09_027T02_9000003696::SES,uvit1,20:06:19,TYC 4383-805-1,Star
2020-05-31,C05_002,T10,203.654167,37.912222,C05_002T10_9000003698::XRBBlankF1T10,sxt,20:15:47,[LDP2005] 112,X
2020-05-31,A09_006,T01,211.108021,-17.227930999999998,A09_006T01_9000003700::PN G326.7+42.2,uvit1,22:06:15,IC  972,PN
2020-06-01,A09_022,T01,219.750875,64.291661,A09_022T01_9000003702::EK Draconis,sxt,09:42:48,V* EK Dra,BYDra
2020-06-03,A07_059,T07,305.0365,16.731664000000002,A07_059T07_9000003704::IC 4997,uvit1,08:31:58,IC 4997,PN
2020-06-03,A09_059,T01,214.76666699999998,52.87,A09_059T01_9000003706::EGS,uvit1,14:58:24,EGSIRAC J141903.11+525203.2,Galaxy
2020-06-06,A09_061,T02,204.896083,-67.38104399999999,A09_061T02_9000003708::PN MyCn18,uvit1,08:11:22,PN MyCn   18,PN
2020-06-06,A09_104,T01,305.378054,40.446121999999995,A09_104T01_9000003710::PSR J2021+4026,laxpc2,16:15:06,[WRR2011] 20,X
2020-06-07,A09_057,T04,348.702083,-43.599944,A09_057T04_9000003712::NGC 7531,uvit1,22:01:28,NGC  7531,GinGroup
2020-06-09,A09_047,T01,139.00620800000002,-36.627056,A09_047T01_9000003714::NGC 2818,uvit1,15:53:46,NGC  2818,PN
2020-06-11,A09_085,T02,129.3125,-29.955,A09_085T02_9000003716::NGC 2627,uvit1,16:02:50,NGC  2627,OpCl
2020-06-14,C05_012,T07,237.391917,70.348089,C05_012T07_9000003718::Blank Sky-8,laxpc2,09:14:09,0.0,0.0
2020-06-16,A07_147,T01,190.99,16.381667,A07_147T01_9000003722::3C 275.1,uvit1,08:11:20,3C 275.1,QSO
2020-06-18,A09_008,T05,226.005004,10.43782,A09_008T05_9000003724::Mrk 841,uvit1,16:55:20,Mrk  841,Seyfert_1
2020-06-19,A09_043,T02,160.99041699999998,11.703806,A09_043T02_9000003726::NGC 3351,uvit1,20:50:10,M  95,GinPair
2020-06-22,A07_148,T02,203.669875,-23.445889,A07_148T02_9000003728::ESO 509-IG 066 NED 02,uvit1,11:54:59,6dFGS gJ133440.8-232645,Galaxy
2020-06-23,A09_081,T01,200.324221,42.587606,A09_081T01_9000003730::3C 285,uvit1,14:01:27,2MASX J13211781+4235153,Seyfert_2
2020-06-24,A07_127,T03,341.515417,-11.001111,A07_127T03_9000003732::NGC 7371,uvit1,00:47:53,NGC  7371,Galaxy
