,Title,URL,Sources,Authors,Keywords,Abstract
10,AstroSat soft X-ray observations of the symbiotic recurrent nova V3890 Sgr during its 2019 outburst,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501...36S,[ 'V3890 Sgr'],"Singh, K. P., Girish, V., Pavana, M., Ness, J.-U., Anupama, G. C., & Orio, M.","stars: abundances, (stars:) novae, cataclysmic variables, X-rays: stars, novae: individual (V3890 Sgr), Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Solar and Stellar Astrophysics","Two long AstroSat Soft X-ray Telescope observations were taken of the third recorded outburst of the symbiotic recurrent nova V3890 Sgr. The first observing run, 8.1-9.9 d after the outburst, initially showed a stable intensity level with a hard X-ray spectrum that we attribute to shocks between the nova ejecta and the pre-existing stellar companion. On day 8.57, the first, weak, signs appeared of supersoft source (SSS) emission powered by residual burning on the surface of the white dwarf. The SSS emission was observed to be highly variable on time-scales of hours. After day 8.9, the SSS component was more stable and brighter. In the second observing run, on days 15.9-19.6 after the outburst, the SSS component was even brighter but still highly variable. The SSS emission was observed to fade significantly during days 16.8-17.8 followed by re-brightening. Meanwhile, the shock component was stable, leading to increase in hardness ratio during the period of fading. AstroSat and XMM-Newton observations have been used to study the spectral properties of V3890 Sgr to draw quantitative conclusions even if their drawback is model dependent. We used the XSPEC to fit spectral models of plasma emission, and the best fits are consistent with the elemental abundances being lower during the second observing run compared to the first for spectra ≥1 keV. The SSS emission is well fitted by non-local thermal equilibrium model atmosphere used for white dwarfs. The resulting spectral parameters, however, are subject to systematic uncertainties such as completeness of atomic data."
11,UV spectroscopy confirms SU Lyn to be a symbiotic star,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500L..12K,['UV 1300-1800'],"Kumar, V., Srivastava, M. K., Banerjee, D. P. K., & Joshi, V.","methods: observational, techniques: spectroscopic, white dwarfs, ultraviolet: general, ultraviolet: stars, Astrophysics - Solar and Stellar Astrophysics","SU Lyn, a star that ostensibly appears to be an unremarkable late M type giant, has recently been proposed to be a symbiotic star largely based on its hard X-ray properties. The star does not display, in low-resolution optical spectra, the high excitation lines typically seen in the spectra of symbiotic stars. In this work, ultraviolet (UV), optical, and near-infrared observations are presented, aimed at exploring and strengthening the proposed symbiotic classification for this star. Our far-UV 1300-1800 Å spectrum of SU Lyn, obtained with the ASTROSAT mission's UVIT payload, shows emission lines of Si iv, C iv, O iii, and N iii in a spectrum typical of symbiotic stars. The UV spectrum robustly confirms SU Lyn's symbiotic nature. The detection of high excitation lines in a high-resolution optical spectrum further consolidates its symbiotic nature. As is being recognized, the potential existence of other similar symbiotic systems could significantly impact the census of symbiotic stars in the Galaxy."
12,A multiwavelength study of the dual nuclei in Mrk 212,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.3908R,['Mrk 212'],"Rubinur, K., Kharb, P., Das, M., Rahna, P. T., Honey, M., Paswan, A., Vaddi, S., & Murthy, J.","galaxies: active, galaxies: formation, radio continuum: galaxies, galaxies: nuclei, galaxies: star formation, Astrophysics - Astrophysics of Galaxies","We present radio observations of the galaxy merger remnant Mrk 212 with the Karl G. Jansky Very Large Array (VLA) and the upgraded Giant Meter Radio Telescope (uGMRT). Mrk 212 has two previously known radio sources associated with the two optical nuclei, S1 and S2, with a projected separation of ∼6 kpc, making it a dual active galactic nuclei (AGN) candidate. Our new 15-GHz VLA observations reveal that S1 is a double radio source centred around the optical nucleus; its total extent is ∼750 pc its average 1.4-8.5 GHz spectral index is -0.81 ± 0.06. S1 therefore resembles a compact symmetric object. The 15-GHz VLA image identifies the radio source at S2 to be a compact core. Our radio observations therefore strongly support the presence of a dual AGN in Mrk 212. The optical emission line flux ratios obtained from the Himalayan Chandra Telescope (HCT) observations however, show that S1 and S2 both fall in the AGN + star formation (SF) region of the Baldwin, Philips and Terlevich (BPT) diagram. Weak AGN lying in the SF or AGN + SF intermediate regions in the BPT diagram have indeed been reported in the literature; our sources clearly fall in the same category. We find an extended radio structure in our newly reduced 8.5-GHz-VLA data, that is offset by ∼1 arcsec from the optical nucleus S2. New deep FUV and NUV observations with the Ultraviolet Imaging Telescope aboard AstroSat reveal SF knots around S2 as well as kpc-scale tidal tails; the SF knots around S2 coincide with the extended radio structure detected at 8.5 GHz. The radio spectral indices are consistent with SF. Any possible association with the AGN in S2 is unclear at this stage."
13,Multiwavelength study of different flaring and low-activity states of blazar 4C+21.35,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.1127B,['4C+21.35'],"Bhattacharya, D., Mohana A, K., Bhattacharyya, S., Bhatt, N., & Stalin, C. S.","galaxies: active, galaxies: jets, gamma-rays: galaxies, X-rays: galaxies-quasars: individual: 4C+21.35","Blazars, a class of active galactic nuclei, emit over the entire accessible electromagnetic spectrum and modelling of their broad-band spectral energy distribution (SED) is the key to constrain the underlying emission mechanisms. Here we report the results on the one-zone leptonic emission modelling carried out on the blazar 4C+21.35 using multiwavelength data spanning over the period 2008-2018. Broad-band SED modelling using γ-ray data from Fermi-Large Area Telescope, X-ray data from Swift-XRT and AstroSat, and UV-optical data from Swift-UVOT, AstroSat, and Catalina Real-Time Transient Survey was carried out at seven different epochs, including three γ-ray flaring episodes and four quiescent periods (three long-term averaged ones and one during AstroSat observing period). Our SED modelling suggests that two compact emission regions originating at a different time outside the broad-line region and moving away from the core with variation primarily in the jet electron spectra can explain the emission from the high-, moderate-, and low-activity periods. The emissions from high- and first low-activity states are likely to have originated in the first region. The moderate- and second low-activity states are likely due to the second emission region with fresh particle acceleration/injection at a later time."
14,AstroSat observations of the first Galactic ULX pulsar Swift J0243.6+6124,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500..565B,['Swift J0243.6+6124'],"Beri, A., Naik, S., Singh, K. P., Jaisawal, G. K., Bhattacharyya, S., Charles, P., Ho, W. C. G., Maitra, C., Bhattacharya, D., Dewangan, G. C., Middleton, M., Altamirano, D., Gandhi, P., & Raichur, H.","pulsars: individual: (Swift J0243.6+6124), X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","Swift J0243.6+6124, the first Galactic ultraluminous X-ray pulsar, was observed during its 2017-2018 outburst with AstroSat at both sub- and super-Eddington levels of accretion with X-ray luminosities of L<SUB>X</SUB> ∼ 7 × 10<SUP>37</SUP> and 6 × 10<SUP>38</SUP> erg s<SUP>-1</SUP>, respectively. Our broad-band timing and spectral observations show that X-ray pulsations at ${\sim}9.85~\rm {s}$ have been detected up to 150 keV when the source was accreting at the super-Eddington level. The pulse profiles are a strong function of both energy and source luminosity, showing a double-peaked profile with pulse fraction increasing from ∼ $10{{{\ \rm per\ cent}}}$ at $1.65~\rm {keV}$ to 40-80 ${{\ \rm per\ cent}}$ at $70~\rm {keV}$ . The continuum X-ray spectra are well modelled with a high-energy cut-off power law (Γ ∼ 0.6-0.7) and one or two blackbody components with temperatures of ∼0.35 and $1.2~\rm {keV}$ , depending on the accretion level. No iron line emission is observed at sub-Eddington level, while a broad emission feature at around 6.9 keV is observed at the super-Eddington level, along with a blackbody radius ( $121\!-\!142~\rm {km}$ ) that indicates the presence of optically thick outflows."
15,Crust structure and thermal evolution of neutron stars in soft X-ray transients,https://ui.adsabs.harvard.edu/abs/2021A&A...645A.102P,['MXB 1659-29'],"Potekhin, A. Y., & Chabrier, G.","stars: neutron, dense matter, X-rays: binaries, X-rays: individuals: MXB 1659-29, Astrophysics - High Energy Astrophysical Phenomena","Context. The thermal evolution of neutron stars in soft X-ray transients (SXTs) is sensitive to the equation of state, nucleon superfluidity, and the composition and structure of the crust. Carrying out comparisons of the observations of their crust cooling with simulations offers a powerful tool for verifying theoretical models of dense matter."
16,AstroSat view of GRS 1915+105 during the soft state: detection of HFQPOs and estimation of mass and spin,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5891S,['GRS 1915+105'],"Sreehari, H., Nandi, A., Das, S., Agrawal, V. K., Mandal, S., Ramadevi, M. C., & Katoch, T.","accretion, accretion discs, black hole physics, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","We report the results of AstroSat observations of GRS 1915+105 obtained using 100 ks Guaranteed Time during the soft state. The colour-colour diagram indicates a variability class of δ with the detection of high-frequency quasi-periodic oscillation (HFQPO) in the power density spectra. The HFQPO is seen to vary in the frequency range of 67.96-70.62 Hz with percentage rms ∼0.83-1.90 per cent and significance varying from 1.63 to 7.75. The energy dependent power spectra show that the HFQPO features are dominant only in 6-25 keV energy band. The broad-band energy spectra (0.7-50 keV) of Soft X-ray Telescope and Large Area X-ray Proportional Counter modelled with nthComp and powerlaw imply that the source has an extended corona in addition to a compact 'Comptonizing corona' that produces high-energy emission and exhibits HFQPOs. The broad-band spectral modelling indicates that the source spectra are well described by thermal Comptonization with electron temperature (kT<SUB>e</SUB>) of 2.07-2.43 keV and photon index (Γ<SUB>nth</SUB>) between 1.73 and 2.45 with an additional powerlaw component of photon index (Γ<SUB>PL</SUB>) between 2.94 and 3.28. The norm of nthComp component is high (∼8) during the presence of strong HFQPO and low (∼3) during the absence of HFQPO. Further, we model the energy spectra with the kerrbb model to estimate the accretion rate, mass, and spin of the source. Our findings indicate that the source accretes at super-Eddington rate of $1.17\!-\!1.31~ \dot{M}_{\rm Edd}$ . Moreover, we find the mass and spin of the source as 12.44-13.09 M<SUB>⊙</SUB> and 0.990-0.997 with $90{{\ \rm per\ cent}}$ confidence suggesting that GRS 1915+105 is a maximally rotating stellar mass X-ray binary black hole source."
17,Coronal vertical structure variations in normal branch of GX 17+2: AstroSat's SXT and LAXPC perspective,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.2214M,['GX 17+2'],"Malu, S., Sriram, K., & Agrawal, V. K.","accretion, accretion discs, binaries: close, stars: individual: GX 17+2, X-rays: binaries","We performed spectro-temporal analysis in the 0.8-50 keV energy band of the neutron star Z source GX 17+2 using AstroSat Soft X-ray Telescope (SXT) and Large Area X-ray Proportional Counter (LAXPC) data. The source was found to vary in the normal branch (NB) of the hardness-intensity diagram. Cross-correlation studies of LAXPC light curves in soft and hard X-ray band unveiled anticorrelated lags of the order of few hundred seconds. For the first time, cross-correlation studies were performed using SXT soft and LAXPC hard light curves and they exhibited correlated and anticorrelated lags of the order of a hundred seconds. Power density spectrum displayed normal branch oscillations (NBOs) of 6.7-7.8 Hz (quality factor 1.5-4.0). Spectral modelling resulted in inner disc radius of ∼12-16 km with Γ ∼ 2.31-2.44 indicating that disc is close to the innermost stable circular orbit and a similar value of disc radius was noticed based on the reflection model. Different methods were used to constrain the corona size in GX 17+2. Using the detected lags, corona size was found to be 27-46 km (β = 0.1, β = v<SUB>corona</SUB>/v<SUB>disc</SUB>) and 138-231 km (β = 0.5). Assuming the X-ray emission to be arising from the boundary layer (BL), its size was determined to be 57-71 km. Assuming that BL is ionizing the disc's inner region, its size was constrained to ∼19-86 km. Using NBO frequency, the transition shell radius was found to be around 32 km. Observed lags and no movement of the inner disc front strongly indicate that the varying corona structure is causing the X-ray variation in the NB of Z source GX 17+2."
18,UVIT/AstroSat studies of blue straggler stars and post-mass transfer systems in star clusters: detection of one more blue lurker in M67,https://ui.adsabs.harvard.edu/abs/2020JApA...41...45S,"['M67', 'NGC 5466']","Subramaniam, A., Pandey, S., Jadhav, V. V., & Sahu, S.","Blue stragglers, open clusters and associations: individual: M67, stars: rotation, white dwarfs, ultraviolet: stars, Astrophysics - Solar and Stellar Astrophysics","The blue straggler stars (BSSs) are main-sequence (MS) stars, which have evaded stellar evolution by acquiring mass while on the MS. The detection of extremely low mass (ELM) white dwarf (WD) companions to two BSSs and one yellow straggler star (YSS) from our earlier study using UVIT/AstroSat, as well as WD companions to main-sequence stars (known as blue lurkers) suggest a good fraction of post-mass transfer binaries in M67. Using deeper UVIT observations, here we report the detection of another blue lurker in M67, with an ELM WD companion. The post-mass transfer systems with the presence of ELM WDs, including BSSs, are formed from Case A/B mass transfer and are unlikely to show any difference in surface abundances. We find a correlation between the temperature of the WD and the v sini of the BSSs. We also find that the progenitors of the massive WDs are likely to belong to the hot and luminous group of BSSs in M67. The only detected BSS+WD system by UVIT in the globular cluster NGC 5466 has a normal WD and suggests that open cluster like environment might be present in the outskirts of low density globular clusters."
19,The horizontal branch morphology of the globular cluster NGC 1261 using AstroSat,https://ui.adsabs.harvard.edu/abs/2020JApA...41...35R,['NGC 1261'],"Rani, S., Pandey, G., Subramaniam, A., Sahu, S., & Rao, N. K.","Galaxy: globular clusters: individual: NGC 1261, stars: horizontal-branch, stars: blue stragglers, stars: Hertzsprung-Russell and colour-magnitude diagrams, Astrophysics - Solar and Stellar Astrophysics","We present the results obtained from the UV photometry of the globular cluster NGC 1261 using far-UV (FUV) and near-UV (NUV) images acquired with the Ultraviolet Imaging Telescope (UVIT) on-board the AstroSat satellite. We utilized the UVIT data combined with HST, GAIA, and ground-based optical photometric data to construct the different UV colour-magnitude diagrams (CMDs). We detected blue HB (BHB), and two extreme HB (EHB) stars in FUV, whereas full HB, i.e., red HB (RHB), BHB as well as EHB is detected in NUV CMDs. The 2 EHB stars, identified in both NUV and FUV, are confirmed members of the cluster. The HB stars form a tight sequence in UV-optical CMDs, which is almost aligned with Padova isochrones. This study sheds light on the significance of UV imaging to probe the HB morphology in GCs."
20,Observations with the 3.6-meter Devasthal optical telescope,https://ui.adsabs.harvard.edu/abs/2020JApA...41...33S,['Sh 2-61'],"Sagar, R., Kumar, B., & Sharma, S.","Optical telescope, Sky performance, Detection limits at optical and near-infrared wavelengths, Astrophysics - Instrumentation and Methods for Astrophysics","The 3.6-meter Indo-Belgian Devasthal optical telescope (DOT) has been used for optical and near-infrared (NIR) observations of celestial objects. The telescope has detected stars of B =24.5 ±0.2 ,R =24.6 ±0.12 and g =25.2 ±0.2 mag in exposure times of 1200, 4320 and 3600 s respectively. In one hour of exposure time, a distant galaxy of 24.3 ± 0.2 mag and point sources of ∼25 mag have been detected in the SDSS i band. The NIR observations show that stars up to J =20 ±0.1 ,H =18.8 ±0.1 and K =18.2 ±0.1 mag can be detected in effective exposure times of 500, 550 and 1000 s respectively. The nbL band sources brighter than ∼9.2 mag and strong (≥0.4 Jy) PAH emitting sources like Sh 2-61 can also be observed with the 3.6-meter DOT. A binary star with angular separation of 0<SUP>.″</SUP>4 has been resolved by the telescope. Sky images with sub-arcsec angular resolutions are observed with the telescope at wavelengths ranging from optical to NIR for a good fraction of observing time. The on-site performance of the telescope is found to be at par with the performance of other, similar telescopes located elsewhere in the world. Owing to the advantage of its geographical location, the 3.6-meter DOT can provide optical and NIR observations for a number of frontline galactic and extra-galactic astrophysical research problems, including optical follow-up of GMRT and AstroSat sources and optical transient objects."
21,A spectral study of the black hole X-ray binary MAXI J1820+070 with AstroSat and NuSTAR,https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.5873C,['MAXI J1820+070'],"Chakraborty, S., Navale, N., Ratheesh, A., & Bhattacharyya, S.","accretion, accretion discs, methods: data analysis, X-rays: binaries, X-rays: individual: MAXI J1820+070, Astrophysics - High Energy Astrophysical Phenomena","MAXI J1820+070 is a newly discovered transient black hole X-ray binary, which showed several spectral and temporal features. In this work, we analyse the broad-band X-ray spectra from all three simultaneously observing X-ray instruments onboard AstroSat, as well as contemporaneous X-ray spectra from NuSTAR, observed during the hard state of MAXI J1820+070 in 2018 March. Implementing a combination of multicolour disc model, relativistic blurred reflection model RELXILLLPCP, and a distant reflection in the form of XILLVERCP, we achieve reasonable and consistent fits for AstroSat and NuSTAR spectra. The best-fitting model suggests a low temperature disc (kT<SUB>in</SUB> ∼ 0.3 keV), iron overabundance (A<SUB>Fe</SUB> ∼ 4-5 solar), a short lamp-post corona height (h ≲ 8R<SUB>g</SUB>), and a high corona temperature (kT<SUB>e</SUB> ∼ 115-150 keV). Addition of a second Comptonization component leads to a significantly better fit, with the kT<SUB>e</SUB> of the second Comptonization component being ∼14-18 keV. Our results from independent observations with two different satellites in a similar source state indicate an inhomogeneous corona, with decreasing temperature attributed to increasing height. Besides, utilizing the broader energy coverage of AstroSat, we estimate the black hole mass to be 6.7-13.9 M<SUB>☉</SUB>, consistent with independent measurements reported in the literature."
22,Revisiting the spectral and timing properties of 4U 1909+07 with NuSTAR and Astrosat,https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4830J,['4U 1909+07'],"Jaisawal, G. K., Naik, S., Ho, W. C. G., Kumari, N., Epili, P., & Vasilopoulos, G.","stars: neutron, pulsars: individual: 4U 1909+07, X-rays: stars, Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Solar and Stellar Astrophysics","We present the results obtained from the analysis of high-mass X-ray binary pulsar 4U 1909+07 using NuSTAR and Astrosat observations in July 2015 and 2017, respectively. X-ray pulsations at ≍604 s are clearly detected in our study. Based on the long-term spin-frequency evolution, the source is found to spun-up in the last 17 yr. We observed a strongly energy-dependent pulse profile that evolved from a complex broad structure in soft X-rays into a profile with a narrow emission peak followed by a plateau in energy ranges above 20 keV. This behaviour ensured a positive correlation between the energy and pulse fraction. The pulse profile morphology and its energy evolution are almost similar during both the observations, suggesting a persistent emission geometry of the pulsar over time. The broad-band energy spectrum of the pulsar is approximated by an absorbed high-energy exponential cut-off power-law model with iron emission lines. In contrast to the previous report, we found no statistical evidence for the presence of cyclotron absorption features in the X-ray spectra. We performed phase-resolved spectroscopy using data from the NuSTAR observation. Our results showed a clear signature of absorbing material at certain pulse phases of the pulsar. These findings are discussed in terms of stellar wind distribution and its effect on the beam geometry of this wind-fed accreting neutron star. We also reviewed the subsonic quasi-spherical accretion theory and its implication on the magnetic field of 4U 1909+07 depending on the global spin-up rate."
23,Estimation of the black hole spin in LMC X-1 using AstroSat,https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4404M,[ 'LMC X-1'],"Mudambi, S. P., Rao, A., Gudennavar, S. B., Misra, R., & Bubbly, S. G.","accretion, accretion discs, black hole physics, X-rays: binaries, X-rays: individual: stars, Astrophysics - High Energy Astrophysical Phenomena","LMC X-1, a persistent, rapidly rotating, extra-galactic, black hole X-ray binary (BHXB) discovered in 1969, has always been observed in its high soft state. Unlike many other BHXBs, the black hole mass, source distance, and binary orbital inclination are well established. In this work, we report the results of simultaneous broad-band spectral studies of LMC X-1 carried out using the data from Soft X-ray Telescope and Large Area X-ray Proportional Counter aboard AstroSat as observed on 2016 November 26 and 2017 August 28. The combined spectrum was modelled with a multicolour blackbody emission (diskbb), a Gaussian along with a Comptonization component (simpl) in the energy range 0.7-30.0 keV. The spectral analysis revealed that the source was in its high soft state (Γ = 2.67 $^{+0.24}_{-0.24}$ and Γ = 2.12 $^{+0.19}_{-0.20}$ ) with a hot disc (kT<SUB>in</SUB> = 0.86 $^{+0.01}_{-0.01}$ and kT<SUB>in</SUB> = 0.87 $^{+0.02}_{-0.02}$ ). Thermal disc emission was fitted with a relativistic model (kerrbb) and spin of the black hole was estimated to be 0.93 $^{+0.01}_{-0.01}$ and 0.93 $^{+0.04}_{-0.03}$ (statistical errors) for the two Epochs through X-ray continuum-fitting, which agrees with the previous results."
24,"Proxima Centauri - the nearest planet host observed simultaneously with AstroSat, Chandra, and HST",https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.3658L,['M5'],"Lalitha, S., Schmitt, J. H. M. M., Singh, K. P., Schneider, P. C., Loyd, R. O. P., France, K., Predehl, P., Burwitz, V., & Robrade, J.","stars: activity, stars: coronae, stars: individual: Proxima Centauri, stars: late-type, stars: low-mass, Astrophysics - Solar and Stellar Astrophysics, Astrophysics - Earth and Planetary Astrophysics, Astrophysics - High Energy Astrophysical Phenomena","Our nearest stellar neighbour, Proxima Centauri, is a low-mass star with spectral type dM5.5 and hosting an Earth-like planet orbiting within its habitable zone. However, the habitability of the planet depends on the high-energy radiation of the chromospheric and coronal activity of the host star. We report the AstroSat, Chandra, and HST observation of Proxima Centauri carried out as part of the multiwavelength simultaneous observational campaign. Using the soft X-ray data, we probe the different activity states of the star. We investigate the coronal temperatures, emission measures and abundance. Finally, we compare our results with earlier observations of Proxima Centauri."
25,Identifying the radiative components responsible for quasi-periodic oscillations of black hole systems,https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2757G,['GRS 1915+105'],"Garg, A., Misra, R., & Sen, S.","accretion, accretion discs, black hole physics, X-rays: binaries, X-rays: individual: GRS 1915+105, Astrophysics - High Energy Astrophysical Phenomena","While the dynamical origin of the variability observed in Galactic black hole systems, such as quasi-periodic oscillations (QPOs), is still a matter of debate, insight into the radiative components responsible for such behaviour can be obtained by studying their energy-dependent temporal behaviour. In particular, one needs to ascertain which variations of the parameters of the best-fitting time-averaged spectral components reproduce the observed energy-dependent fractional rms and time-lags. However, to obtain meaningful interpretation, the standard spectral component parameters have to be recast to physically relevant ones. Then, the energy-dependent temporal variations that their fluctuations will cause, needs to be predicted and compared with observations. In this work, we describe a generic method to do this and apply the technique to the ∼3-4 Hz QPOs observed in the black hole system GRS 1915+105 as observed by AstroSat where the time-averaged spectra can be represented by emission from a truncated disc and hot thermal Comptonizing coronae in the inner regions. We find that the QPOs and their harmonic can be explained in terms of correlated local accretion rate variations in the disc, the truncated disc radius, the optical depth and the heating rate of the coronae with time-delays between them. We highlight the potential of such techniques to unravel the radiative process responsible for variability using high-quality spectral and temporal data from AstroSat and NICER."
26,AstroSat observation of the Be/X-ray binary Pulsar 3A 0726-260 (4U 0728-25),https://ui.adsabs.harvard.edu/abs/2020RAA....20..155R,"['4U 0728-25', '3A 0726-260']","Roy, J., Agrawal, P. C., Singari, B., & Misra, R.","Be/X-ray binary, pulsar, 4U 0728-25, Astrophysics - High Energy Astrophysical Phenomena","Results on timing and spectral properties of the Be/X-ray binary pulsar 3A 0726-260 (4U 0728-25) are presented. The binary was observed on 2016 May 6-7 with the Large Area X-ray Proportional Counter (LAXPC) and Soft X-ray Telescope (SXT) instruments onboard the AstroSat satellite. During this observation, the source was in non-flaring persistent state at a flux level of ∼ 8.6 ± 0.3 ×10<SUP>-11</SUP> erg cm<SUP>-2</SUP> s<SUP>-1</SUP> in 0.4-20 keV. Strong X-ray pulsations with a period of 103.144±0.001 s are detected in 0.3-7 keV with the SXT and in 3-40 keV with the LAXPC. The pulse profile is energy dependent, and there is an indication that the pulse shape changes from a broad single pulse to a double pulse at higher energy. At energies above 20 keV, we report the first time detection of pulsation period 103.145±0.001 s and the double peaked pulse profile from the source. The energy spectrum of the source is derived from the combined analysis of the SXT and LAXPC spectral data in 0.4-20 keV. The best spectral fit is obtained by a power law model with a photon index (1.7±0.03) with high energy spectral cut-off at 12.9 ± 0.7 keV. A broad iron line at ∼ 6.3 keV is detected in the energy spectrum. We briefly discuss the implications of these results."
27,AstroSat view of LMC X-2: evolution of broad-band X-ray spectral properties along a complete Z-track,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.3726A,['LMC X-2'],"Agrawal, V. K., & Nandi, A.","accretion, accretion discs, X-rays: binaries, X-rays: individual: LMC X-2, Astrophysics - High Energy Astrophysical Phenomena","In this paper, we report the first results of the extragalactic Z-source Large Magellanic Cloud (LMC) X-2 obtained using the ∼140 ks observations with Large Area X-ray Proportional Counter (LAXPC) and Soft X-ray Telescope (SXT) onboard AstroSat. The Hardness-Intensity Diagram created with the LAXPC data revealed a complete Z-pattern of the source, showing all the three branches. We studied the evolution of the broad-band X-ray spectra in the energy range of 0.5-20.0 keV along the Z-track, a first such study of this source. The X-ray spectra of the different parts of the Z-pattern were well described by an absorbed Comptonized component. An absence of the accretion disc component suggests that the disc is most probably obscured by a Comptonized region. The best fit electron temperature (kT<SUB>e</SUB>) was found to be in the range of 1.7-2.1 keV and optical depth (τ) was found to be in the range of 13.2-17.5. The optical depth (τ) increased as the source moved from the normal/flaring branch (NB/FB) vertex to the upper part of the FB, suggesting a possible outflow triggered by a strong radiation pressure. The power density spectra (PDS) of HB and NB could be fitted with a pure power law of index α∼1.68 and 0.83, respectively. We also found a weak evidence of quasi-periodic oscillation (2.8σ) in the FB. The intrinsic luminosity of the source varied between (1.03-1.79) × 10<SUP>38</SUP> erg s<SUP>-1</SUP>. We discuss our results by comparing with other Z-sources and the previous observations of LMC X-2."
28,AstroSat and MAXI view of the black hole binary 4U 1630-472 during 2016 and 2018 outbursts,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.1197B,['4U 1630-472'],"Baby, B. E., Agrawal, V. K., Ramadevi, M. C., Katoch, T., Antia, H. M., Mandal, S., & Nandi, A.","accretion, accretion discs, black hole physics, stars: individual: 4U 1630-47, Astrophysics - High Energy Astrophysical Phenomena","We present an in-depth spectral and timing analysis of the black hole binary 4U 1630-472 during 2016 and 2018 outbursts as observed by AstroSat and MAXI. The extensive coverage of the outbursts with MAXI is used to obtain the hardness intensity diagram (HID). The source follows a 'c'-shaped profile in agreement with earlier findings. Based on the HIDs of previous outbursts, we attempt to track the evolution of the source during a 'super'-outburst and 'mini'-outbursts. We model the broad-band energy spectra (0.7-20.0 keV) of AstroSat observations of both outbursts using phenomenological and physical models. No Keplerian disc signature is observed at the beginning of 2016 outburst. However, the disc appears within a few hours after which it remains prominent with temperature (T<SUB>in</SUB>) ∼ 1.3 keV and increase in photon index (Γ) from 1.8 to 2.0, whereas the source was at a disc dominant state throughout the AstroSat campaign of 2018 outburst. Based on the HIDs and spectral properties, we classify the outbursts into three different states - the 'canonical' hard and soft states along with an intermediate state. Evolution of rms along different states is seen although no quasi-periodic oscillations are detected. We fit the observed spectra using a dynamical accretion model and estimate the accretion parameters. Mass of the black hole is estimated using inner disc radius, bolometric luminosity, and two-component flow model to be 3-9 M<SUB>☉</SUB>. Finally, we discuss the possible implications of our findings."
29,Time evolution of cyclotron line of Her X-1: a detailed statistical analysis including new AstroSat data,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.1029B,"['MJD 55400', 'Her X-1']","Bala, S., Bhattacharya, D., Staubert, R., & Maitra, C.","stars: neutron, stars: pulsars: individual: Her X-1, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","The cyclotron line feature in the X-ray spectrum of the accretion-powered pulsar Her X-1 has been observed and monitored for over three decades. The line energy exhibited a slow secular decline over the period 1995-2014, with a possible (not confirmed) indication of a reversal thereafter. Recent works have shown that the temporal evolution of the line energy may be modelled as a flattening after an earlier decrease until MJD 55400 (±200). In this work, we present the results of AstroSat observations in the context of earlier data and offer a common interpretation through a detailed study of temporal and flux dependence. We find that the variation of the line energy does not support an upward trend but is consistent with the reported flattening after an earlier decrease until MJD $54487^{+515}_{-469}$ ."
30,AstroSat UVIT Detections of Chandra X-Ray Sources in M31,https://ui.adsabs.harvard.edu/abs/2020ApJS..250...23L,['M31'],"Leahy, D. A., & Chen, Y.","Andromeda Galaxy, Ultraviolet sources, X-ray sources, Low-mass x-ray binary stars, Globular star clusters, 39, 1741, 1822, 939, 656, Astrophysics - Astrophysics of Galaxies","An ultraviolet (UV) survey of M31 has been carried out during 2017-19 with the Ultra-Violet Imaging Telescope (UVIT) instrument on board the AstroSat Observatory. Here we match the M31 UVIT source catalog with the Chandra source catalog. We find 67 UVIT/Chandra sources detected in a varying number of UV and X-ray bands. The UV and X-ray photometry is analyzed using power-law and blackbody models. The X-ray types include 15 low-mass X-ray binaries (LMXBs) and five active galactic nuclei. Crossmatches with catalogs of stars, clusters, and other source types yield the following: 20 of the UVIT/Chandra sources match with M31 globular clusters, and nine with foreground stars. Three more globular clusters and two more foreground stars are consistent with the UVIT source positions although outside the Chandra match radius of 1″. The UV emission of the UVIT/Chandra sources associated with globular clusters is consistent with emission from blue horizontal branch stars rather than from the X-ray source. The LMXBs in globular clusters are among the most luminous globular clusters in M31. Comparison with stellar evolutionary tracks shows that the UVIT/Chandra sources with high UV blackbody temperatures are consistent with massive (10-30 M<SUB>⊙</SUB>) stars in M31."
